,comment,sentiment,
6650,hii nishchay sir please mujhe apse help chahiye please mujhe yaha bola bhut hi bura lag raha hai ke kbhi aisa kuch nhi kiya aaj tk but insan ki majburi aisi hoti hai na ke phir kuch bhi bura nhi lagta please sir mujhe help chahiye ke meri badi bahan ki shadi hai ke ap kuch help kr sakte hai to please bata dijiye please sir please,question,
6651,bro we need more videos about smart tvs,appreciation,
6652,count me in kanjee let me follow u on twitter but i do not have subscription i do have datacamp is it fine,suggestion,
6653,can we expect a parliament session highlights from you we can t trust mainstream media and if you partner with few other independent media and bring out a highlights as a team work it would be great and we can all support and subscribe to that service please think about it as a additional program,question,
6654,in college for our baseball team i found that taking the r ra and applying the pathagorean theorem taking the power of instead of was more accurately predictive of college baseball programs when using a linear best fit,suggestion,
6655,maybe you could review some good kernels from beginner to expert level as a finishing video for this series btw heres my novice approach,suggestion,
6656,plz explain in englishit helpful for all the studentz,suggestion,
6657,hello developers i am learning react js now whom want to grow with me,question,
6658,i have startup idea sir i need help,suggestion,
6659,please make series on dsa in python,suggestion,
6660,sir i want you to also review data science internship resumes too,suggestion,
6661,please teach the c course once again,suggestion,
6662,i totally agree its better to start with python is more flexible easy to learn with more examples and people involved and if its required r as all programming languages are easy to transfer daysofdata,suggestion,
6663,dsa using c please mam,suggestion,
6664,vote for ds and ml course,suggestion,
6665,bhai hours bathroom challenge karo plz,suggestion,
6666,hey guys i am starting my journey in data science and like to connect with other people my plan is to make a certified course in data science with exercises for the portfolio anyone here likes to join that journey to share experiences and discuss some interesting topics i am really happy for every joining guy,normal,
6667,please change your cover picture on youtube channel i can design one for you,suggestion,
6668,hey ken another video idea for the pile a video on the maths you need to do data science and the best places to learn it ive been slowing working my way through the mathematics for machine learning textbook and its hard work for someone who never did maths outside of high school,suggestion,
6669,bhaiya c par ek video please,suggestion,
6670,the explanation we have been waiting for also i hope its okay but now im going to drop a video next week titled the only data analytics explanation you need jk,suggestion,
6671,amit bhai se mila do please,question,
6672,mere sath khelo sirjiii v,suggestion,
6673,sir ek baar hamare sath v krlo tb delhte bai ky hota hai,suggestion,
6674,vote for ravi gupta,suggestion,
6675,realme gt t vs poco f which one best please review,question,
6676,just reupload i think,suggestion,
6677,first project can never be a perfect piece the most important thing is to take start rather than thinking about the level of outcomes,suggestion,
6678,zamasu from the dragon ball super series,normal,
6679,bhai dila do itna price me,suggestion,
6680,listening to manoj kumar jha everytime i feel seats in elections should be reserved for professors you have to be a professor for atleast yrs experience before you can fight elections that reservation should be divided like for engineering professors for medical for finance etc etc we need people with deep understanding of the subjects strong connections to people who can speak and argue cleary,suggestion,
6681,overdressing for the win,normal,
6682,you should make this a product that other creators can use i am sure you have thought of it already though,suggestion,
